2623.914794921875,2994.675048828125
827.4213256835938,2816.279052734375
4639.474609375,2790.08251953125
3723.98193359375,2714.612060546875
1147.626708984375,2462.66357421875
4726.56689453125,2458.80712890625
330.2019348144531,2400.1953125
3864.154052734375,2379.990966796875
3029.9130859375,2307.90234375
2377.359130859375,3402.804931640625
4540.40576171875,3166.105712890625
3564.997802734375,3079.948486328125
2221.2705078125,2234.669921875
3382.910888671875,3496.859619140625
1407.1243896484375,3311.81640625
462.53900146484375,3220.83642578125
1430.967041015625,2160.96044921875
658.2430419921875,2101.835205078125
2839.22802734375,2633.040283203125
1983.3992919921875,2547.907958984375
1714.4813232421875,2909.63525390625
